age,gender,height_cm,weight_kg,activity_level,Mod_act,Vig_act,bmi,bmi_category,fitness_goal
27,Female,167.6,59.0,High Activity,30.0,0.0,20.98,Normal,Fat Loss
56,Male,167.6,59.0,Moderate Activity,0.0,2.0,20.98,Normal,Fat Loss
18,Male,172.7,61.2,Moderate Activity,0.0,2.0,20.53,Normal,Fat Loss
55,Female,157.5,77.1,Low Activity,2.0,0.0,31.09,Obese,Fat Loss
22,Male,154.9,68.0,Moderate Activity,0.0,2.0,28.34,Overweight,Fat Loss
64,Female,157.5,52.6,High Activity,6.0,0.0,21.22,Normal,Fat Loss
60,Male,182.9,81.6,Low Activity,0.0,0.0,24.41,Normal,Fat Loss
29,Male,182.9,77.1,High Activity,50.0,20.0,23.06,Normal,Fat Loss
29,Female,172.7,59.0,High Activity,10.0,5.0,19.77,Normal,Fat Loss
51,Male,182.9,99.8,High Activity,0.0,6.0,29.84,Overweight,Fat Loss
47,Female,160.0,72.6,Low Activity,1.0,0.0,28.34,Overweight,Fat Loss
24,Female,154.9,63.5,Low Activity,2.0,0.0,26.45,Overweight,Fat Loss
19,Female,157.5,49.9,Low Activity,1.0,0.0,20.12,Normal,Fat Loss
22,Female,165.1,49.9,High Activity,0.0,6.0,18.3,Underweight,Fat Loss
54,Male,172.7,88.5,High Activity,0.0,7.0,29.65,Overweight,Fat Loss
19,Male,185.4,74.8,High Activity,0.0,7.0,21.77,Normal,Fat Loss
52,Female,152.4,54.4,High Activity,0.0,7.0,23.44,Normal,Fat Loss
22,Female,154.9,68.0,Low Activity,2.0,0.0,28.34,Overweight,Fat Loss
50,Male,180.3,99.8,Moderate Activity,4.0,1.0,30.68,Obese,Fat Loss
58,Female,172.7,74.8,High Activity,30.0,0.0,25.09,Overweight,Fat Loss
53,Male,188.0,90.7,Moderate Activity,4.0,1.0,25.68,Overweight,Fat Loss
53,Female,167.6,58.1,Moderate Activity,4.0,0.0,20.66,Normal,Fat Loss
52,Male,182.9,88.5,High Activity,14.0,28.0,26.45,Overweight,Fat Loss
45,Female,167.6,72.6,High Activity,12.0,0.0,25.82,Overweight,Fat Loss
60,Male,190.5,95.3,High Activity,48.0,21.0,26.25,Overweight,Fat Loss
55,Female,152.4,74.8,Moderate Activity,4.0,1.0,32.22,Obese,Fat Loss
54,Male,182.9,89.4,High Activity,4.0,3.0,26.72,Overweight,Fat Loss
54,Female,165.1,56.7,Moderate Activity,3.0,0.0,20.8,Normal,Fat Loss
33,Female,165.1,61.2,High Activity,12.0,6.0,22.46,Normal,Fat Loss
39,Male,154.9,86.2,High Activity,7.0,2.0,35.9,Obese,Fat Loss
62,Male,180.3,113.4,Moderate Activity,4.0,0.0,34.87,Obese,Fat Loss
59,Female,167.6,72.6,High Activity,5.0,0.0,25.82,Overweight,Fat Loss
59,Male,154.9,54.4,High Activity,6.0,4.0,22.67,Normal,Fat Loss
50,Female,154.9,81.6,High Activity,30.0,12.0,34.01,Obese,Fat Loss
26,Male,188.0,86.2,High Activity,30.0,6.0,24.39,Normal,Fat Loss
24,Female,170.2,59.0,High Activity,4.0,4.0,20.36,Normal,Fat Loss
21,Female,172.7,68.0,High Activity,20.0,6.0,22.81,Normal,Fat Loss
19,Female,182.9,86.2,High Activity,20.0,4.0,25.77,Overweight,Fat Loss
59,Male,154.9,95.3,High Activity,6.0,2.0,39.68,Obese,Fat Loss
57,Female,165.1,59.0,Moderate Activity,3.0,1.0,21.63,Normal,Fat Loss
33,Male,180.3,85.3,High Activity,40.0,2.0,26.22,Overweight,Fat Loss
46,Male,182.9,86.2,High Activity,30.0,3.0,25.77,Overweight,Fat Loss
50,Female,157.5,56.7,High Activity,30.0,1.0,22.86,Normal,Fat Loss
57,Male,175.3,104.3,High Activity,4.0,5.0,33.96,Obese,Fat Loss
54,Female,167.6,56.2,High Activity,5.0,5.0,20.01,Normal,Fat Loss
41,Female,165.1,72.6,Moderate Activity,3.0,0.0,26.63,Overweight,Fat Loss
52,Male,167.6,79.4,High Activity,6.0,1.0,28.25,Overweight,Fat Loss
55,Male,175.3,81.6,High Activity,10.0,0.0,26.58,Overweight,Fat Loss
57,Female,170.2,86.2,High Activity,10.0,0.0,29.76,Overweight,Fat Loss
24,Male,175.3,95.3,High Activity,10.0,0.0,31.01,Obese,Fat Loss
22,Male,180.3,77.1,High Activity,10.0,0.0,23.71,Normal,Fat Loss
57,Male,170.2,81.6,High Activity,18.0,0.0,28.19,Overweight,Fat Loss
52,Female,165.1,74.8,High Activity,7.0,0.0,27.46,Overweight,Fat Loss
19,Female,165.1,56.7,Low Activity,2.0,0.0,20.8,Normal,Fat Loss
44,Female,162.6,59.0,Moderate Activity,4.0,2.0,22.31,Normal,Fat Loss
43,Male,182.9,77.1,Moderate Activity,4.0,2.0,23.06,Normal,Fat Loss
53,Male,154.9,92.1,High Activity,45.0,1.0,38.36,Obese,Fat Loss
57,Male,154.9,120.2,Moderate Activity,4.0,2.0,50.07,Obese,Fat Loss
54,Female,167.6,93.0,Moderate Activity,3.0,1.0,33.09,Obese,Fat Loss
23,Female,170.2,72.6,High Activity,10.0,10.0,25.06,Overweight,Fat Loss
27,Male,170.2,72.6,High Activity,10.0,10.0,25.06,Overweight,Fat Loss
50,Male,182.9,79.4,High Activity,20.0,0.0,23.73,Normal,Fat Loss
26,Female,167.6,68.0,High Activity,20.0,2.0,24.21,Normal,Fat Loss
27,Male,180.3,74.8,High Activity,10.0,2.0,23.01,Normal,Fat Loss
36,Male,190.5,93.0,High Activity,5.0,1.0,25.62,Overweight,Fat Loss
43,Female,180.3,77.1,Low Activity,2.0,0.0,23.71,Normal,Fat Loss
39,Male,182.9,88.5,High Activity,21.0,7.0,26.45,Overweight,Fat Loss
34,Female,165.1,54.4,High Activity,21.0,7.0,19.97,Normal,Fat Loss
56,Male,185.4,99.8,High Activity,30.0,10.0,29.03,Overweight,Fat Loss
56,Female,162.6,72.6,High Activity,15.0,5.0,27.46,Overweight,Fat Loss
63,Male,180.3,77.1,High Activity,10.0,1.0,23.71,Normal,Fat Loss
64,Female,157.5,52.2,Low Activity,0.0,0.0,21.03,Normal,Fat Loss
55,Male,154.9,97.5,Low Activity,2.0,1.0,40.62,Obese,Fat Loss
51,Female,165.1,90.7,High Activity,7.0,4.0,33.28,Obese,Fat Loss
52,Male,154.9,90.7,High Activity,25.0,0.0,37.79,Obese,Fat Loss
60,Male,154.9,76.2,High Activity,10.0,0.0,31.74,Obese,Fat Loss
53,Female,162.6,49.9,High Activity,12.0,0.0,18.88,Normal,Fat Loss
53,Female,167.6,90.7,High Activity,20.0,3.0,32.28,Obese,Fat Loss
52,Male,190.5,99.8,High Activity,4.0,5.0,27.5,Overweight,Fat Loss
55,Female,172.7,59.0,High Activity,35.0,0.0,19.77,Normal,Fat Loss
60,Male,172.7,90.7,High Activity,7.0,0.0,30.41,Obese,Fat Loss
47,Female,170.2,90.7,High Activity,10.0,1.0,31.32,Obese,Fat Loss
61,Male,185.4,104.3,High Activity,20.0,20.0,30.34,Obese,Fat Loss
59,Female,162.6,81.6,High Activity,40.0,0.0,30.9,Obese,Fat Loss
64,Female,167.6,59.0,High Activity,30.0,0.0,20.98,Normal,Fat Loss
45,Male,175.3,79.4,High Activity,5.0,0.0,25.84,Overweight,Fat Loss
63,Male,154.9,81.6,High Activity,5.0,3.0,34.01,Obese,Fat Loss
59,Female,162.6,72.6,High Activity,5.0,3.0,27.46,Overweight,Fat Loss
23,Male,175.3,61.2,High Activity,1.0,4.0,19.94,Normal,Fat Loss
23,Male,175.3,72.6,Moderate Activity,4.0,1.0,23.63,Normal,Fat Loss
45,Male,188.0,95.3,Moderate Activity,2.0,2.0,26.96,Overweight,Fat Loss
45,Female,167.6,59.0,Moderate Activity,3.0,0.0,20.98,Normal,Fat Loss
39,Male,154.9,81.6,High Activity,10.0,10.0,34.01,Obese,Fat Loss
38,Female,157.5,56.7,High Activity,10.0,2.0,22.86,Normal,Fat Loss
49,Male,190.5,90.7,Moderate Activity,1.0,2.0,25.0,Normal,Fat Loss
45,Female,160.0,57.2,Moderate Activity,2.0,2.0,22.32,Normal,Fat Loss
42,Male,182.9,81.6,High Activity,0.0,4.0,24.41,Normal,Fat Loss
39,Female,157.5,59.0,High Activity,0.0,3.0,23.78,Normal,Fat Loss
47,Male,152.4,93.0,High Activity,5.0,1.0,40.04,Obese,Fat Loss
61,Female,172.7,59.0,High Activity,28.0,5.0,19.77,Normal,Fat Loss
65,Male,175.3,97.5,High Activity,20.0,0.0,31.75,Obese,Fat Loss
65,Female,162.6,50.8,High Activity,20.0,0.0,19.22,Normal,Fat Loss
35,Male,154.9,74.8,High Activity,5.0,0.0,31.18,Obese,Fat Loss
35,Female,165.1,61.2,High Activity,5.0,0.0,22.46,Normal,Fat Loss
54,Female,160.0,46.3,High Activity,10.0,0.0,18.07,Underweight,Fat Loss
41,Female,167.6,67.1,High Activity,14.0,0.0,23.89,Normal,Fat Loss
41,Male,172.7,68.0,High Activity,14.0,2.0,22.81,Normal,Fat Loss
32,Male,170.2,61.7,High Activity,5.0,1.0,21.3,Normal,Fat Loss
36,Male,154.9,81.6,High Activity,3.0,4.0,34.01,Obese,Fat Loss
37,Female,157.5,54.4,Moderate Activity,3.0,1.0,21.95,Normal,Fat Loss
65,Male,154.9,94.3,High Activity,30.0,0.0,39.3,Obese,Fat Loss
64,Female,162.6,99.8,High Activity,50.0,0.0,37.76,Obese,Fat Loss
58,Male,154.9,86.2,High Activity,6.0,3.0,35.9,Obese,Fat Loss
54,Female,172.7,74.8,High Activity,15.0,0.0,25.09,Overweight,Fat Loss
61,Male,182.9,145.1,High Activity,5.0,1.0,43.4,Obese,Fat Loss
60,Female,172.7,81.6,High Activity,5.0,0.0,27.37,Overweight,Fat Loss
49,Male,180.3,108.9,High Activity,10.0,0.0,33.47,Obese,Fat Loss
48,Female,162.6,72.6,High Activity,10.0,0.0,27.46,Overweight,Fat Loss
19,Female,167.6,72.6,High Activity,6.0,0.0,25.82,Overweight,Fat Loss
19,Male,182.9,95.3,High Activity,20.0,0.0,28.48,Overweight,Fat Loss
51,Female,160.0,62.1,High Activity,55.0,0.0,24.27,Normal,Fat Loss
36,Female,170.2,74.8,Moderate Activity,3.0,0.0,25.84,Overweight,Fat Loss
36,Male,185.4,83.9,High Activity,5.0,10.0,24.41,Normal,Fat Loss
63,Male,182.9,111.1,High Activity,12.0,0.0,33.23,Obese,Fat Loss
65,Female,172.7,70.3,High Activity,22.0,0.0,23.57,Normal,Fat Loss
65,Male,188.0,83.9,High Activity,20.0,0.0,23.75,Normal,Fat Loss
34,Male,154.9,81.6,High Activity,10.0,2.0,34.01,Obese,Fat Loss
36,Female,167.6,58.1,High Activity,25.0,3.0,20.66,Normal,Fat Loss
36,Male,170.2,61.2,High Activity,8.0,3.0,21.14,Normal,Fat Loss
29,Female,154.9,68.0,High Activity,25.0,0.0,28.34,Overweight,Fat Loss
29,Male,182.9,81.6,High Activity,17.0,0.0,24.41,Normal,Fat Loss
43,Female,167.6,67.1,High Activity,7.0,2.0,23.89,Normal,Fat Loss
34,Male,190.5,90.7,High Activity,5.0,2.0,25.0,Normal,Fat Loss
19,Male,188.0,72.6,High Activity,7.0,0.0,20.54,Normal,Fat Loss
53,Female,157.5,65.8,High Activity,14.0,7.0,26.52,Overweight,Fat Loss
53,Female,157.5,68.0,High Activity,5.0,0.0,27.44,Overweight,Fat Loss
42,Female,172.7,61.2,High Activity,5.0,2.0,20.53,Normal,Fat Loss
27,Female,170.2,61.2,Low Activity,1.0,1.0,21.14,Normal,Fat Loss
52,Female,162.6,54.4,High Activity,26.0,2.0,20.6,Normal,Fat Loss
56,Male,172.7,82.6,High Activity,20.0,2.0,27.67,Overweight,Fat Loss
59,Male,188.0,104.3,High Activity,5.0,0.0,29.53,Overweight,Fat Loss
56,Female,167.6,68.0,High Activity,5.0,0.0,24.21,Normal,Fat Loss
48,Male,182.9,108.9,Moderate Activity,4.0,0.0,32.55,Obese,Fat Loss
53,Female,165.1,97.5,High Activity,8.0,5.0,35.78,Obese,Fat Loss
19,Male,154.9,104.3,Moderate Activity,4.0,0.0,43.46,Obese,Fat Loss
44,Male,175.3,86.2,Moderate Activity,4.0,1.0,28.06,Overweight,Fat Loss
43,Female,167.6,65.8,Moderate Activity,4.0,0.0,23.4,Normal,Fat Loss
48,Female,165.1,127.0,High Activity,5.0,2.0,46.59,Obese,Fat Loss
50,Male,193.0,113.4,High Activity,5.0,2.0,30.43,Obese,Fat Loss
24,Female,154.9,63.5,High Activity,8.0,0.0,26.45,Overweight,Fat Loss
26,Male,182.9,104.3,High Activity,13.0,1.0,31.19,Obese,Fat Loss
36,Female,172.7,70.3,High Activity,10.0,10.0,23.57,Normal,Fat Loss
37,Male,188.0,97.5,High Activity,10.0,10.0,27.6,Overweight,Fat Loss
52,Male,180.3,79.4,High Activity,5.0,3.0,24.41,Normal,Fat Loss
50,Female,167.6,77.1,Low Activity,2.0,0.0,27.44,Overweight,Fat Loss
52,Male,180.3,136.1,High Activity,5.0,0.0,41.84,Obese,Fat Loss
52,Female,165.1,79.4,High Activity,5.0,0.0,29.12,Overweight,Fat Loss
18,Female,167.6,74.8,High Activity,5.0,0.0,26.63,Overweight,Fat Loss
43,Male,193.0,95.3,High Activity,0.0,3.0,25.56,Overweight,Fat Loss
43,Female,180.3,61.2,Moderate Activity,0.0,2.0,18.83,Normal,Fat Loss
57,Male,172.7,68.0,High Activity,10.0,10.0,22.81,Normal,Fat Loss
58,Female,165.1,95.3,High Activity,14.0,3.0,34.95,Obese,Fat Loss
60,Female,165.1,68.0,High Activity,0.0,7.0,24.96,Normal,Fat Loss
28,Female,165.1,59.0,High Activity,0.0,10.0,21.63,Normal,Fat Loss
57,Male,170.2,79.4,Moderate Activity,4.0,2.0,27.41,Overweight,Fat Loss
52,Female,157.5,52.2,Moderate Activity,4.0,2.0,21.03,Normal,Fat Loss
40,Female,167.6,72.6,Moderate Activity,3.0,0.0,25.82,Overweight,Fat Loss
46,Male,188.0,92.1,Moderate Activity,3.0,0.0,26.06,Overweight,Fat Loss
35,Female,170.2,61.2,High Activity,5.0,0.0,21.14,Normal,Fat Loss
37,Male,193.0,95.3,High Activity,5.0,0.0,25.56,Overweight,Fat Loss
40,Male,182.9,117.9,High Activity,14.0,7.0,35.26,Obese,Fat Loss
43,Male,154.9,77.1,High Activity,48.0,48.0,32.12,Obese,Fat Loss
33,Female,165.1,63.5,High Activity,5.0,0.0,23.3,Normal,Fat Loss
33,Male,182.9,75.7,High Activity,10.0,15.0,22.65,Normal,Fat Loss
54,Female,170.2,77.1,High Activity,19.0,4.0,26.63,Overweight,Fat Loss
56,Male,185.4,79.4,High Activity,15.0,4.0,23.09,Normal,Fat Loss
55,Male,154.9,72.6,High Activity,10.0,8.0,30.23,Obese,Fat Loss
50,Female,172.7,63.5,Moderate Activity,4.0,2.0,21.29,Normal,Fat Loss
33,Male,182.9,99.8,High Activity,10.0,5.0,29.84,Overweight,Fat Loss
33,Female,162.6,68.0,High Activity,10.0,0.0,25.75,Overweight,Fat Loss
53,Female,162.6,61.2,Moderate Activity,4.0,0.0,23.17,Normal,Fat Loss
28,Male,170.2,63.5,Low Activity,2.0,0.0,21.93,Normal,Fat Loss
25,Male,188.0,86.2,Low Activity,2.0,0.0,24.39,Normal,Fat Loss
50,Female,157.5,77.1,High Activity,8.0,2.0,31.09,Obese,Fat Loss
47,Male,154.9,113.4,High Activity,1.0,3.0,47.24,Obese,Fat Loss
50,Female,170.2,70.3,Moderate Activity,3.0,0.0,24.28,Normal,Fat Loss
64,Female,167.6,59.0,High Activity,14.0,0.0,20.98,Normal,Fat Loss
59,Male,154.9,68.0,High Activity,20.0,10.0,28.34,Overweight,Fat Loss
60,Male,188.0,81.6,High Activity,5.0,1.0,23.11,Normal,Fat Loss
59,Female,162.6,56.7,High Activity,20.0,6.0,21.46,Normal,Fat Loss
44,Male,154.9,80.7,High Activity,2.0,7.0,33.63,Obese,Fat Loss
43,Female,160.0,59.0,High Activity,7.0,1.0,23.03,Normal,Fat Loss
58,Male,188.0,93.0,High Activity,10.0,2.0,26.32,Overweight,Fat Loss
57,Female,154.9,68.0,High Activity,6.0,0.0,28.34,Overweight,Fat Loss
27,Male,188.0,102.1,High Activity,12.0,2.0,28.89,Overweight,Fat Loss
59,Female,182.9,83.9,High Activity,10.0,2.0,25.09,Overweight,Fat Loss
58,Female,170.2,68.0,High Activity,10.0,5.0,23.49,Normal,Fat Loss
21,Female,175.3,59.0,High Activity,5.0,5.0,19.2,Normal,Fat Loss
51,Male,172.7,122.5,Moderate Activity,4.0,2.0,41.05,Obese,Fat Loss
53,Female,160.0,59.0,Low Activity,1.0,0.0,23.03,Normal,Fat Loss
52,Male,188.0,93.0,Low Activity,2.0,1.0,26.32,Overweight,Fat Loss
44,Female,180.3,72.6,Low Activity,2.0,0.0,22.32,Normal,Fat Loss
19,Female,180.3,72.6,Low Activity,2.0,0.0,22.32,Normal,Fat Loss
61,Male,193.0,80.7,High Activity,40.0,7.0,21.67,Normal,Fat Loss
35,Male,175.3,65.8,High Activity,5.0,10.0,21.41,Normal,Fat Loss
52,Male,180.3,81.6,High Activity,14.0,0.0,25.1,Overweight,Fat Loss
48,Female,175.3,63.5,High Activity,14.0,0.0,20.67,Normal,Fat Loss
21,Male,154.9,65.8,High Activity,14.0,5.0,27.4,Overweight,Fat Loss
18,Female,172.7,63.5,High Activity,14.0,7.0,21.29,Normal,Fat Loss
38,Female,162.6,68.0,High Activity,17.0,3.0,25.75,Overweight,Fat Loss
35,Male,154.9,68.0,High Activity,20.0,4.0,28.34,Overweight,Fat Loss
34,Female,167.6,61.2,High Activity,22.0,0.0,21.79,Normal,Fat Loss
23,Male,195.6,95.3,High Activity,40.0,0.0,24.9,Normal,Fat Loss
62,Male,180.3,77.1,High Activity,20.0,20.0,23.71,Normal,Fat Loss
53,Male,180.3,98.4,Moderate Activity,3.0,0.0,30.27,Obese,Fat Loss
50,Female,154.9,72.6,Moderate Activity,4.0,0.0,30.23,Obese,Fat Loss
29,Male,154.9,74.8,High Activity,20.0,6.0,31.18,Obese,Fat Loss
29,Female,175.3,56.7,High Activity,15.0,0.0,18.46,Underweight,Fat Loss
53,Female,167.6,104.3,High Activity,4.0,3.0,37.12,Obese,Fat Loss
19,Female,160.0,81.6,High Activity,5.0,4.0,31.89,Obese,Fat Loss
65,Female,175.3,61.2,High Activity,25.0,10.0,19.94,Normal,Fat Loss
63,Male,182.9,82.6,Moderate Activity,3.0,1.0,24.68,Normal,Fat Loss
53,Male,154.9,79.4,High Activity,8.0,2.0,33.07,Obese,Fat Loss
51,Male,154.9,86.2,High Activity,5.0,1.0,35.9,Obese,Fat Loss
46,Female,157.5,47.6,Moderate Activity,4.0,0.0,19.2,Normal,Fat Loss
63,Male,172.7,104.3,High Activity,5.0,0.0,34.97,Obese,Fat Loss
64,Female,162.6,46.3,Low Activity,1.0,0.0,17.51,Underweight,Fat Loss
65,Male,193.0,83.9,High Activity,7.0,0.0,22.52,Normal,Fat Loss
61,Female,172.7,65.8,High Activity,6.0,0.0,22.05,Normal,Fat Loss
47,Male,172.7,69.4,Moderate Activity,4.0,0.0,23.26,Normal,Fat Loss
49,Male,172.7,67.1,High Activity,5.0,25.0,22.5,Normal,Fat Loss
56,Male,182.9,79.4,Low Activity,0.0,0.0,23.73,Normal,Fat Loss
45,Male,182.9,74.8,High Activity,19.0,5.0,22.38,Normal,Fat Loss
43,Female,180.3,70.3,High Activity,15.0,3.0,21.62,Normal,Fat Loss
40,Male,154.9,83.9,High Activity,3.0,6.0,34.96,Obese,Fat Loss
47,Female,170.2,56.7,High Activity,40.0,0.0,19.58,Normal,Fat Loss
60,Male,154.9,90.7,High Activity,8.0,2.0,37.79,Obese,Fat Loss
60,Female,154.9,63.5,Moderate Activity,2.0,2.0,26.45,Overweight,Fat Loss
60,Male,182.9,90.7,High Activity,0.0,5.0,27.12,Overweight,Fat Loss
60,Female,152.4,81.6,Low Activity,2.0,0.0,35.15,Obese,Fat Loss
62,Male,185.4,83.9,High Activity,45.0,0.0,24.41,Normal,Fat Loss
36,Male,185.4,104.3,High Activity,7.0,5.0,30.34,Obese,Fat Loss
41,Female,154.9,61.2,High Activity,14.0,5.0,25.51,Overweight,Fat Loss
50,Male,154.9,81.6,High Activity,16.0,0.0,34.01,Obese,Fat Loss
60,Female,165.1,83.9,High Activity,28.0,0.0,30.79,Obese,Fat Loss
57,Male,185.4,83.9,Moderate Activity,4.0,0.0,24.41,Normal,Fat Loss
18,Female,167.6,53.5,High Activity,10.0,0.0,19.05,Normal,Fat Loss
61,Female,172.7,77.1,High Activity,9.0,1.0,25.85,Overweight,Fat Loss
31,Female,170.2,79.4,High Activity,12.0,1.0,27.41,Overweight,Fat Loss
54,Female,160.0,57.6,Low Activity,2.0,1.0,22.5,Normal,Fat Loss
23,Male,180.3,73.5,High Activity,5.0,3.0,22.59,Normal,Fat Loss
44,Male,172.7,63.5,High Activity,10.0,2.0,21.29,Normal,Fat Loss
43,Female,160.0,54.4,High Activity,10.0,3.0,21.26,Normal,Fat Loss
57,Male,188.0,102.1,High Activity,15.0,0.0,28.89,Overweight,Fat Loss
64,Female,170.2,59.0,High Activity,5.0,0.0,20.36,Normal,Fat Loss
47,Female,162.6,64.4,High Activity,5.0,5.0,24.37,Normal,Fat Loss
54,Male,154.9,88.5,High Activity,5.0,1.0,36.84,Obese,Fat Loss
58,Female,167.6,90.7,High Activity,5.0,2.0,32.28,Obese,Fat Loss
53,Female,170.2,72.6,High Activity,12.0,5.0,25.06,Overweight,Fat Loss
60,Male,180.3,99.8,High Activity,10.0,10.0,30.68,Obese,Fat Loss
56,Female,170.2,68.0,High Activity,7.0,0.0,23.49,Normal,Fat Loss
28,Female,172.7,93.0,High Activity,10.0,0.0,31.17,Obese,Fat Loss
30,Male,188.0,102.1,High Activity,5.0,0.0,28.89,Overweight,Fat Loss
59,Female,167.6,113.4,Low Activity,2.0,0.0,40.35,Obese,Fat Loss
39,Male,154.9,104.3,High Activity,40.0,15.0,43.46,Obese,Fat Loss
55,Female,157.5,72.6,Moderate Activity,4.0,2.0,29.26,Overweight,Fat Loss
50,Male,167.6,81.6,High Activity,40.0,2.0,29.05,Overweight,Fat Loss
62,Male,154.9,113.4,High Activity,10.0,5.0,47.24,Obese,Fat Loss
56,Male,190.5,108.9,High Activity,18.0,0.0,30.0,Overweight,Fat Loss
52,Female,175.3,52.2,High Activity,14.0,0.0,16.98,Underweight,Fat Loss
58,Male,193.0,83.9,High Activity,5.0,10.0,22.52,Normal,Fat Loss
57,Female,162.6,72.6,High Activity,10.0,0.0,27.46,Overweight,Fat Loss
29,Female,165.1,68.0,High Activity,3.0,10.0,24.96,Normal,Fat Loss
53,Male,154.9,82.6,High Activity,35.0,8.0,34.39,Obese,Fat Loss
48,Female,172.7,61.2,High Activity,7.0,2.0,20.53,Normal,Fat Loss
53,Male,154.9,93.0,High Activity,12.0,10.0,38.73,Obese,Fat Loss
47,Female,154.9,59.0,High Activity,12.0,10.0,24.56,Normal,Fat Loss
21,Male,188.0,65.8,High Activity,7.0,5.0,18.62,Normal,Fat Loss
19,Male,185.4,61.2,High Activity,7.0,5.0,17.81,Underweight,Fat Loss
30,Female,167.6,72.6,High Activity,4.0,4.0,25.82,Overweight,Fat Loss
29,Male,182.9,90.7,Moderate Activity,3.0,1.0,27.12,Overweight,Fat Loss
49,Male,182.9,97.5,Moderate Activity,4.0,2.0,29.16,Overweight,Fat Loss
47,Female,167.6,59.9,Moderate Activity,3.0,0.0,21.31,Normal,Fat Loss
55,Female,162.6,59.0,High Activity,15.0,0.0,22.31,Normal,Fat Loss
57,Male,170.2,95.3,High Activity,6.0,0.0,32.89,Obese,Fat Loss
59,Female,165.1,54.4,High Activity,6.0,0.0,19.97,Normal,Fat Loss
33,Male,188.0,99.8,High Activity,10.0,0.0,28.25,Overweight,Fat Loss
32,Female,165.1,54.4,High Activity,10.0,2.0,19.97,Normal,Fat Loss
55,Male,154.9,104.3,High Activity,8.0,4.0,43.46,Obese,Fat Loss
56,Female,152.4,64.4,Low Activity,0.0,0.0,27.73,Overweight,Fat Loss
56,Female,167.6,77.1,High Activity,10.0,10.0,27.44,Overweight,Fat Loss
57,Female,165.1,59.0,Low Activity,0.0,0.0,21.63,Normal,Fat Loss
50,Male,188.0,86.2,Moderate Activity,3.0,2.0,24.39,Normal,Fat Loss
18,Male,182.9,95.3,High Activity,10.0,10.0,28.48,Overweight,Fat Loss
53,Female,170.2,104.3,Moderate Activity,4.0,1.0,36.02,Obese,Fat Loss
38,Female,167.6,88.5,High Activity,5.0,2.0,31.47,Obese,Fat Loss
37,Male,188.0,131.5,High Activity,6.0,1.0,37.23,Obese,Fat Loss
51,Male,172.7,113.4,High Activity,42.0,0.0,38.01,Obese,Fat Loss
53,Female,162.6,68.0,High Activity,40.0,0.0,25.75,Overweight,Fat Loss
27,Female,162.6,108.9,High Activity,32.0,0.0,41.2,Obese,Fat Loss
44,Male,170.2,70.8,High Activity,16.0,2.0,24.43,Normal,Fat Loss
34,Female,157.5,49.9,High Activity,14.0,0.0,20.12,Normal,Fat Loss
28,Female,154.9,113.4,Low Activity,2.0,0.0,47.24,Obese,Fat Loss
37,Male,180.3,113.4,High Activity,5.0,0.0,34.87,Obese,Fat Loss
38,Female,167.6,90.7,High Activity,5.0,0.0,32.28,Obese,Fat Loss
43,Male,182.9,97.5,High Activity,40.0,50.0,29.16,Overweight,Fat Loss
28,Female,180.3,93.0,High Activity,12.0,2.0,28.59,Overweight,Fat Loss
29,Male,170.2,59.0,High Activity,7.0,2.0,20.36,Normal,Fat Loss
63,Female,160.0,79.4,High Activity,6.0,0.0,31.0,Obese,Fat Loss
42,Female,157.5,90.7,High Activity,30.0,0.0,36.58,Obese,Fat Loss
50,Female,167.6,77.1,High Activity,12.0,0.0,27.44,Overweight,Fat Loss
54,Male,198.1,140.6,Low Activity,0.0,0.0,35.82,Obese,Fat Loss
54,Male,182.9,113.4,High Activity,20.0,5.0,33.91,Obese,Fat Loss
51,Female,162.6,63.5,High Activity,0.0,7.0,24.03,Normal,Fat Loss
58,Male,182.9,68.0,High Activity,30.0,7.0,20.34,Normal,Fat Loss
59,Female,175.3,63.5,High Activity,3.0,5.0,20.67,Normal,Fat Loss
60,Male,182.9,68.0,High Activity,5.0,10.0,20.34,Normal,Fat Loss
62,Male,172.7,90.7,High Activity,40.0,0.0,30.41,Obese,Fat Loss
54,Female,170.2,111.1,High Activity,48.0,0.0,38.37,Obese,Fat Loss
24,Male,190.5,81.6,High Activity,60.0,0.0,22.5,Normal,Fat Loss
21,Male,190.5,79.4,High Activity,60.0,10.0,21.87,Normal,Fat Loss
56,Female,162.6,72.6,High Activity,24.0,2.0,27.46,Overweight,Fat Loss
59,Male,175.3,81.6,High Activity,30.0,4.0,26.58,Overweight,Fat Loss
22,Female,157.5,59.0,High Activity,20.0,2.0,23.78,Normal,Fat Loss
20,Female,167.6,68.0,High Activity,20.0,2.0,24.21,Normal,Fat Loss
59,Female,162.6,69.9,High Activity,12.0,1.0,26.43,Overweight,Fat Loss
47,Female,162.6,102.1,Low Activity,0.0,0.0,38.62,Obese,Fat Loss
54,Male,198.1,120.2,High Activity,8.0,4.0,30.62,Obese,Fat Loss
56,Male,182.9,88.5,High Activity,30.0,10.0,26.45,Overweight,Fat Loss
54,Female,165.1,60.3,High Activity,15.0,1.0,22.13,Normal,Fat Loss
59,Male,180.3,83.9,Moderate Activity,4.0,1.0,25.8,Overweight,Fat Loss
59,Female,165.1,70.3,Low Activity,2.0,1.0,25.79,Overweight,Fat Loss
52,Male,172.7,72.6,High Activity,0.0,40.0,24.33,Normal,Fat Loss
