age,gender,height_cm,weight_kg,activity_level,Mod_act,Vig_act,bmi,bmi_category,fitness_goal,bmr,activity_multiplier,tdee,gender_encoded,workout_template_id,nutrition_template_id
62,Male,182.9,113.4,High Activity,8.0,3.0,33.89890294899531,Obese,Fat Loss,2133.3449,1.81,3861.3542690000004,0,3.0,3.0
50,Female,170.2,63.5,High Activity,10.0,2.0,21.920709858174735,Normal,Fat Loss,1345.5571,1.81,2435.458351,1,3.0,1.0
55,Male,182.9,88.5,High Activity,2.0,3.0,26.455493042205333,Overweight,Fat Loss,1839.4986000000006,1.81,3329.492466000001,0,3.0,2.0
40,Male,185.4,72.6,Low Activity,0.0,0.0,21.121130556515602,Normal,Fat Loss,1723.6388000000002,1.29,2223.4940520000005,0,1.0,1.0
60,Female,167.6,61.2,High Activity,22.0,30.0,21.787299001486666,Normal,Fat Loss,1272.9342000000001,1.81,2304.0109020000004,1,3.0,1.0
65,Male,154.9,102.1,High Activity,10.0,0.0,42.55228700829914,Obese,Fat Loss,1830.5558,1.81,3313.3059980000003,0,3.0,3.0
65,Female,165.1,64.4,High Activity,6.0,0.0,23.62608275512409,Normal,Fat Loss,1273.1296,1.81,2304.364576,1,3.0,1.0
37,Female,157.5,52.6,Moderate Activity,4.0,0.0,21.20433358528597,Normal,Fat Loss,1261.7102,1.55,1955.65081,1,2.0,1.0
40,Male,167.6,83.0,Low Activity,0.0,0.0,29.54813426672211,Overweight,Fat Loss,1777.5454000000002,1.29,2293.0335660000005,0,1.0,2.0
58,Female,167.6,81.6,High Activity,14.0,1.0,29.049732001982218,Overweight,Fat Loss,1470.2329999999997,1.81,2661.1217299999994,1,3.0,2.0
41,Female,165.1,56.7,High Activity,4.0,3.0,20.80122503440273,Normal,Fat Loss,1305.8477,1.81,2363.5843370000002,1,3.0,1.0
31,Male,185.4,90.7,High Activity,8.0,3.0,26.386866962478862,Overweight,Fat Loss,2017.2175000000002,1.81,3651.1636750000007,0,3.0,2.0
30,Female,167.6,63.5,Moderate Activity,3.0,0.0,22.60610272213077,Normal,Fat Loss,1424.1022999999998,1.55,2207.3585649999995,1,2.0,1.0
63,Female,167.6,77.1,High Activity,5.0,0.0,27.44772472246114,Overweight,Fat Loss,1406.9714999999999,1.81,2546.618415,1,3.0,2.0
63,Male,154.9,81.6,High Activity,25.0,0.0,34.00848795178462,Obese,Fat Loss,1567.2713000000003,1.81,2836.7610530000006,0,3.0,3.0
55,Male,188.0,108.9,High Activity,5.0,0.0,30.811453146220014,Obese,Fat Loss,2137.2723,1.81,3868.462863,0,3.0,3.0
56,Female,175.3,99.8,High Activity,5.0,0.0,32.476312304975345,Obese,Fat Loss,1671.0430000000001,1.81,3024.5878300000004,1,3.0,3.0
22,Male,190.5,127.0,High Activity,5.0,0.0,34.99562554680665,Obese,Fat Loss,2579.0965000000006,1.81,4668.164665000001,0,3.0,3.0
60,Male,182.9,90.7,High Activity,0.0,6.0,27.113143716700833,Overweight,Fat Loss,1840.5870000000004,1.81,3331.462470000001,0,3.0,2.0
59,Female,175.3,77.1,High Activity,0.0,6.0,25.089415618372737,Overweight,Fat Loss,1448.1460999999997,1.81,2621.1444409999995,1,3.0,2.0
32,Male,180.3,81.6,High Activity,6.0,0.0,25.10144397902183,Overweight,Fat Loss,1865.1529,1.81,3375.926749,0,3.0,2.0
30,Female,167.6,74.8,Moderate Activity,4.0,0.0,26.628921001817034,Overweight,Fat Loss,1528.5933999999997,1.55,2369.3197699999996,1,2.0,2.0
42,Male,172.7,72.6,Moderate Activity,1.0,2.0,24.34175828634022,Normal,Fat Loss,1651.3374999999999,1.55,2559.573125,0,2.0,1.0
40,Female,162.6,72.6,High Activity,10.0,3.0,27.459684190937853,Overweight,Fat Loss,1449.4599999999998,1.81,2623.5226,1,3.0,2.0
53,Female,157.5,61.2,High Activity,21.0,0.0,24.67120181405896,Normal,Fat Loss,1271.9544,1.81,2302.2374640000003,1,3.0,1.0
49,Male,154.9,86.2,High Activity,20.0,1.0,35.92563310592935,Obese,Fat Loss,1708.3755000000003,1.81,3092.159655000001,0,3.0,3.0
56,Female,162.6,81.6,High Activity,5.0,0.0,30.863777272459075,Obese,Fat Loss,1463.4029999999998,1.81,2648.7594299999996,1,3.0,3.0
23,Female,165.1,63.5,High Activity,5.0,0.0,23.295904579974838,Normal,Fat Loss,1446.6672999999998,1.81,2618.4678129999998,1,3.0,1.0
19,Male,182.9,72.6,High Activity,10.0,5.0,21.70247225835149,Normal,Fat Loss,1830.8582999999999,1.81,3313.8535229999998,0,3.0,1.0
60,Male,162.6,72.6,High Activity,10.0,0.0,27.459684190937853,Overweight,Fat Loss,1500.6816,1.81,2716.233696,0,3.0,2.0
58,Female,167.6,104.3,Moderate Activity,4.0,0.0,37.130968723121875,Obese,Fat Loss,1680.1399,1.55,2604.216845,1,2.0,3.0
26,Female,152.4,45.4,High Activity,6.0,3.0,19.547261316744855,Normal,Fat Loss,1226.962,1.81,2220.80122,1,3.0,1.0
32,Female,154.9,51.7,High Activity,35.0,14.0,21.547044449843938,Normal,Fat Loss,1266.9831000000001,1.81,2293.2394110000005,1,3.0,1.0
33,Male,180.3,88.5,High Activity,10.0,14.0,27.223992550777353,Overweight,Fat Loss,1951.9152000000004,1.81,3532.966512000001,0,3.0,2.0
31,Male,175.3,72.6,High Activity,15.0,0.0,23.62505283909028,Normal,Fat Loss,1726.2619,1.81,3124.534039,0,3.0,1.0
32,Female,162.6,56.7,High Activity,10.0,0.0,21.445786413583697,Normal,Fat Loss,1337.0727,1.81,2420.101587,1,3.0,1.0
55,Female,157.5,104.3,High Activity,7.0,0.0,42.045855379188716,Obese,Fat Loss,1661.8401,1.81,3007.930581,1,3.0,3.0
52,Female,170.2,81.6,High Activity,15.0,0.0,28.168975187827687,Overweight,Fat Loss,1504.2677999999999,1.81,2722.724718,1,3.0,2.0
53,Male,195.6,86.2,Moderate Activity,3.0,0.0,22.530434382592915,Normal,Fat Loss,1880.9868000000001,1.55,2915.5295400000005,0,2.0,1.0
52,Female,167.6,72.6,Moderate Activity,3.0,0.0,25.84571744294006,Overweight,Fat Loss,1412.9899999999998,1.55,2190.1344999999997,1,2.0,2.0
55,Male,172.7,86.2,Moderate Activity,3.0,0.0,28.901646890943898,Overweight,Fat Loss,1759.7357,1.55,2727.590335,0,2.0,2.0
65,Female,165.1,62.6,High Activity,64.0,4.0,22.965726404825592,Normal,Fat Loss,1256.485,1.81,2274.23785,1,3.0,1.0
65,Male,172.7,79.4,Low Activity,0.0,0.0,26.621702588642062,Overweight,Fat Loss,1611.8661000000002,1.29,2079.3072690000004,0,1.0,2.0
60,Female,172.7,90.7,Low Activity,2.0,0.0,30.41043356158482,Obese,Fat Loss,1561.5205,1.29,2014.3614450000002,1,1.0,3.0
62,Male,175.3,90.7,High Activity,15.0,1.0,29.515045351315273,Overweight,Fat Loss,1792.7606000000003,1.81,3244.8966860000005,0,3.0,2.0
61,Female,162.6,45.4,High Activity,20.0,1.0,17.171758433451494,Underweight,Fat Loss,1107.0115999999998,1.81,2003.6909959999998,1,3.0,
64,Female,172.7,73.9,High Activity,20.0,0.0,24.777629991192043,Normal,Fat Loss,1388.8509,1.81,2513.8201289999997,1,3.0,1.0
44,Male,188.0,95.3,High Activity,6.0,1.0,26.963558171118155,Overweight,Fat Loss,2017.5201000000002,1.81,3651.7113810000005,0,3.0,2.0
40,Female,154.9,72.6,High Activity,14.0,3.0,30.257551780631907,Obese,Fat Loss,1425.6054,1.81,2580.345774,1,3.0,3.0
35,Male,165.1,59.0,High Activity,5.0,0.0,21.645013704228592,Normal,Fat Loss,1472.4049000000002,1.81,2665.0528690000006,0,3.0,1.0
35,Female,165.1,52.2,High Activity,7.0,2.0,19.150334158656484,Normal,Fat Loss,1290.2162,1.81,2335.291322,1,3.0,1.0
65,Female,167.6,79.4,Moderate Activity,4.0,0.0,28.266528443105248,Overweight,Fat Loss,1419.5796,1.55,2200.34838,1,2.0,2.0
40,Male,172.7,72.6,High Activity,7.0,3.0,24.34175828634022,Normal,Fat Loss,1662.6915,1.81,3009.471615,0,3.0,1.0
41,Female,162.6,59.0,High Activity,14.0,0.0,22.315721312194675,Normal,Fat Loss,1319.3708,1.81,2388.061148,1,3.0,1.0
52,Male,188.0,90.7,High Activity,7.0,0.0,25.662064282480763,Overweight,Fat Loss,1910.4779,1.81,3457.9649990000003,0,3.0,2.0
54,Female,165.1,63.5,High Activity,10.0,0.0,23.295904579974838,Normal,Fat Loss,1312.4372999999998,1.81,2375.511513,1,3.0,1.0
48,Male,180.3,77.1,High Activity,7.0,7.0,23.717173171355185,Normal,Fat Loss,1714.0344,1.81,3102.4022640000003,0,3.0,1.0
42,Male,190.5,99.8,High Activity,12.0,3.0,27.500499445443335,Overweight,Fat Loss,2101.1581000000006,1.81,3803.0961610000013,0,3.0,2.0
41,Female,172.7,77.1,High Activity,14.0,0.0,25.850544956981143,Overweight,Fat Loss,1518.0312999999999,1.81,2747.636653,1,3.0,2.0
51,Male,172.7,81.6,High Activity,40.0,6.0,27.359331627622065,Overweight,Fat Loss,1720.8174999999999,1.81,3114.679675,0,3.0,2.0
51,Female,162.6,63.5,High Activity,40.0,10.0,24.017767852955284,Normal,Fat Loss,1317.6823,1.81,2385.004963,1,3.0,1.0
27,Female,167.6,59.0,High Activity,30.0,0.0,21.004095442609692,Normal,Fat Loss,1395.4807999999998,1.81,2525.8202479999995,1,3.0,1.0
56,Male,167.6,59.0,Moderate Activity,0.0,2.0,21.004095442609692,Normal,Fat Loss,1365.1854,1.55,2116.03737,0,2.0,1.0
18,Male,172.7,61.2,Moderate Activity,0.0,2.0,20.519498720716552,Normal,Fat Loss,1634.8597000000002,1.55,2534.0325350000003,0,2.0,1.0
55,Female,157.5,77.1,Low Activity,2.0,0.0,31.08087679516251,Obese,Fat Loss,1410.3216999999997,1.29,1819.3149929999997,1,1.0,3.0
22,Male,154.9,68.0,Moderate Activity,0.0,2.0,28.340406626487187,Overweight,Fat Loss,1617.8291000000002,1.55,2507.6351050000003,0,2.0,2.0
64,Female,157.5,52.6,High Activity,6.0,0.0,21.20433358528597,Normal,Fat Loss,1144.8002000000001,1.81,2072.0883620000004,1,3.0,1.0
60,Male,182.9,81.6,Low Activity,0.0,0.0,24.392861381287627,Normal,Fat Loss,1718.6743000000001,1.29,2217.089847,0,1.0,1.0
29,Male,182.9,77.1,High Activity,50.0,20.0,23.047666819819558,Normal,Fat Loss,1834.3748,1.81,3320.2183880000002,0,3.0,1.0
29,Female,172.7,59.0,High Activity,10.0,5.0,19.78186968173654,Normal,Fat Loss,1402.6206,1.81,2538.743286,1,3.0,1.0
51,Male,182.9,99.8,High Activity,0.0,6.0,29.833426052114035,Overweight,Fat Loss,2013.5927000000001,1.81,3644.6027870000003,0,3.0,2.0
47,Female,160.0,72.6,Low Activity,1.0,0.0,28.359374999999993,Overweight,Fat Loss,1411.0952,1.29,1820.3128080000001,1,1.0,2.0
24,Female,154.9,63.5,Low Activity,2.0,0.0,26.46493854091083,Overweight,Fat Loss,1410.7377,1.29,1819.851633,1,1.0,2.0
19,Female,157.5,49.9,Low Activity,1.0,0.0,20.115898211136308,Normal,Fat Loss,1314.6833,1.29,1695.941457,1,1.0,1.0
22,Female,165.1,49.9,High Activity,0.0,6.0,18.306545488830622,Underweight,Fat Loss,1325.2380999999998,1.81,2398.6809609999996,1,3.0,
54,Male,172.7,88.5,High Activity,0.0,7.0,29.672804522604814,Overweight,Fat Loss,1796.2258000000002,1.81,3251.1686980000004,0,3.0,2.0
19,Male,185.4,74.8,High Activity,0.0,7.0,21.761164815803955,Normal,Fat Loss,1872.3292,1.81,3388.915852,0,3.0,1.0
52,Female,152.4,54.4,High Activity,0.0,7.0,23.422269066760354,Normal,Fat Loss,1197.6049999999998,1.81,2167.6650499999996,1,3.0,1.0
22,Female,154.9,68.0,Low Activity,2.0,0.0,28.340406626487187,Overweight,Fat Loss,1461.0092000000002,1.29,1884.7018680000003,1,1.0,2.0
50,Male,180.3,99.8,Moderate Activity,4.0,1.0,30.70005035669582,Obese,Fat Loss,2006.7923000000005,1.55,3110.528065000001,0,2.0,3.0
58,Female,172.7,74.8,High Activity,30.0,0.0,25.079387325320226,Overweight,Fat Loss,1423.1531999999997,1.81,2575.9072919999994,1,3.0,2.0
53,Male,188.0,90.7,Moderate Activity,4.0,1.0,25.662064282480763,Overweight,Fat Loss,1904.8009000000002,1.55,2952.4413950000003,0,2.0,2.0
53,Female,167.6,58.1,Moderate Activity,4.0,0.0,20.683693986705478,Normal,Fat Loss,1274.5785,1.55,1975.5966750000002,1,2.0,1.0
52,Male,182.9,88.5,High Activity,14.0,28.0,26.455493042205333,Overweight,Fat Loss,1856.5296000000005,1.81,3360.318576000001,0,3.0,2.0
45,Female,167.6,72.6,High Activity,12.0,0.0,25.84571744294006,Overweight,Fat Loss,1443.3,1.81,2612.373,1,3.0,2.0
60,Male,190.5,95.3,High Activity,48.0,21.0,26.260496965438374,Overweight,Fat Loss,1938.6856000000002,1.81,3509.0209360000003,0,3.0,2.0
55,Female,152.4,74.8,Moderate Activity,4.0,1.0,32.20561996679549,Obese,Fat Loss,1373.2537999999997,1.55,2128.54339,1,2.0,3.0
54,Male,182.9,89.4,High Activity,4.0,3.0,26.724531954498946,Overweight,Fat Loss,1857.2329,1.81,3361.591549,0,3.0,2.0
54,Female,165.1,56.7,Moderate Activity,3.0,0.0,20.80122503440273,Normal,Fat Loss,1249.5577,1.55,1936.8144350000002,1,2.0,1.0
33,Female,165.1,61.2,High Activity,12.0,6.0,22.45211591014898,Normal,Fat Loss,1382.0991999999999,1.81,2501.5995519999997,1,3.0,1.0
39,Male,154.9,86.2,High Activity,7.0,2.0,35.92563310592935,Obese,Fat Loss,1765.1455000000003,1.81,3194.9133550000006,0,3.0,3.0
62,Male,180.3,113.4,Moderate Activity,4.0,0.0,34.88362435319946,Obese,Fat Loss,2120.8675000000003,1.55,3287.3446250000006,0,2.0,3.0
59,Female,167.6,72.6,High Activity,5.0,0.0,25.84571744294006,Overweight,Fat Loss,1382.6799999999998,1.81,2502.6508,1,3.0,2.0
59,Male,154.9,54.4,High Activity,6.0,4.0,22.672325301189748,Normal,Fat Loss,1225.5809000000002,1.81,2218.3014290000006,0,3.0,1.0
50,Female,154.9,81.6,High Activity,30.0,12.0,34.00848795178462,Obese,Fat Loss,1465.5284,1.81,2652.606404,1,3.0,3.0
26,Male,188.0,86.2,High Activity,30.0,6.0,24.38886373924853,Normal,Fat Loss,1997.7934000000005,1.81,3616.006054000001,0,3.0,1.0
24,Female,170.2,59.0,High Activity,4.0,4.0,20.36727372649306,Normal,Fat Loss,1416.5256,1.81,2563.911336,1,3.0,1.0
21,Female,172.7,68.0,High Activity,20.0,6.0,22.799443023018387,Normal,Fat Loss,1520.4836,1.81,2752.075316,1,3.0,1.0
19,Female,182.9,86.2,High Activity,20.0,4.0,25.767949155232767,Overweight,Fat Loss,1729.0386,1.81,3129.559866,1,3.0,2.0
59,Male,154.9,95.3,High Activity,6.0,2.0,39.71824634565043,Obese,Fat Loss,1773.5182000000002,1.81,3210.0679420000006,0,3.0,3.0
57,Female,165.1,59.0,Moderate Activity,3.0,1.0,21.645013704228592,Normal,Fat Loss,1257.8357999999998,1.55,1949.6454899999999,1,2.0,1.0
33,Male,180.3,85.3,High Activity,40.0,2.0,26.23962219865885,Overweight,Fat Loss,1909.0448000000001,1.81,3455.3710880000003,0,3.0,2.0
46,Male,182.9,86.2,High Activity,30.0,3.0,25.767949155232767,Overweight,Fat Loss,1859.7785000000001,1.81,3366.199085,0,3.0,2.0
50,Female,157.5,56.7,High Activity,30.0,1.0,22.85714285714286,Normal,Fat Loss,1243.3328999999999,1.81,2250.4325489999997,1,3.0,1.0
57,Male,175.3,104.3,High Activity,4.0,5.0,33.940675084257805,Obese,Fat Loss,2003.3448000000003,1.81,3626.054088000001,0,3.0,3.0
54,Female,167.6,56.2,High Activity,5.0,5.0,20.00729091312991,Normal,Fat Loss,1252.6792,1.81,2267.349352,1,3.0,1.0
41,Female,165.1,72.6,Moderate Activity,3.0,0.0,26.634372795372805,Overweight,Fat Loss,1452.8749999999998,1.55,2251.9562499999997,1,2.0,2.0
52,Male,167.6,79.4,High Activity,6.0,1.0,28.266528443105248,Overweight,Fat Loss,1661.1922000000002,1.81,3006.7578820000003,0,3.0,2.0
55,Male,175.3,81.6,High Activity,10.0,0.0,26.553778397655194,Overweight,Fat Loss,1710.5869000000002,1.81,3096.1622890000003,0,3.0,2.0
57,Female,170.2,86.2,High Activity,10.0,0.0,29.756932122435625,Overweight,Fat Loss,1525.154,1.81,2760.52874,1,3.0,2.0
24,Male,175.3,95.3,High Activity,10.0,0.0,31.01194952569289,Obese,Fat Loss,2070.1128000000003,1.81,3746.904168000001,0,3.0,3.0
22,Male,180.3,77.1,High Activity,10.0,0.0,23.717173171355185,Normal,Fat Loss,1861.6364,1.81,3369.561884,0,3.0,1.0
57,Male,170.2,81.6,High Activity,18.0,0.0,28.168975187827687,Overweight,Fat Loss,1674.758,1.81,3031.31198,0,3.0,2.0
52,Female,165.1,74.8,High Activity,7.0,0.0,27.441475001293195,Overweight,Fat Loss,1425.5883999999999,1.81,2580.315004,1,3.0,2.0
19,Female,165.1,56.7,Low Activity,2.0,0.0,20.80122503440273,Normal,Fat Loss,1401.1077,1.29,1807.4289330000001,1,1.0,1.0
44,Female,162.6,59.0,Moderate Activity,4.0,2.0,22.315721312194675,Normal,Fat Loss,1306.3808,1.55,2024.89024,1,2.0,1.0
43,Male,182.9,77.1,Moderate Activity,4.0,2.0,23.047666819819558,Normal,Fat Loss,1754.8968,1.55,2720.09004,0,2.0,1.0
53,Male,154.9,92.1,High Activity,45.0,1.0,38.38458015146279,Obese,Fat Loss,1764.7098,1.81,3194.1247380000004,0,3.0,3.0
57,Male,154.9,120.2,Moderate Activity,4.0,2.0,50.09583641917294,Obese,Fat Loss,2118.4575000000004,1.55,3283.609125000001,0,2.0,3.0
54,Female,167.6,93.0,Moderate Activity,3.0,1.0,33.10815044343562,Obese,Fat Loss,1592.9688,1.55,2469.1016400000003,1,2.0,3.0
23,Female,170.2,72.6,High Activity,10.0,10.0,25.06210292446434,Overweight,Fat Loss,1546.6148,1.81,2799.372788,1,3.0,2.0
27,Male,170.2,72.6,High Activity,10.0,10.0,25.06210292446434,Overweight,Fat Loss,1724.495,1.81,3121.3359499999997,0,3.0,2.0
50,Male,182.9,79.4,High Activity,20.0,0.0,23.73521070679213,Normal,Fat Loss,1745.9709000000003,1.81,3160.2073290000008,0,3.0,1.0
26,Female,167.6,68.0,High Activity,20.0,2.0,24.20811000165185,Normal,Fat Loss,1483.0338000000002,1.81,2684.2911780000004,1,3.0,1.0
27,Male,180.3,74.8,High Activity,10.0,2.0,23.00965698077001,Normal,Fat Loss,1802.4383,1.81,3262.413323,0,3.0,1.0
36,Male,190.5,93.0,High Activity,5.0,1.0,25.626717920102507,Overweight,Fat Loss,2044.1205000000002,1.81,3699.8581050000007,0,3.0,2.0
43,Female,180.3,77.1,Low Activity,2.0,0.0,23.717173171355185,Normal,Fat Loss,1532.9161,1.29,1977.461769,1,1.0,1.0
39,Male,182.9,88.5,High Activity,21.0,7.0,26.455493042205333,Overweight,Fat Loss,1930.3306000000005,1.81,3493.8983860000008,0,3.0,2.0
34,Female,165.1,54.4,High Activity,21.0,7.0,19.95743636457687,Normal,Fat Loss,1314.8895999999997,1.81,2379.950176,1,3.0,1.0
56,Male,185.4,99.8,High Activity,30.0,10.0,29.03428139862613,Overweight,Fat Loss,1997.2052,1.81,3614.941412,0,3.0,2.0
56,Female,162.6,72.6,High Activity,15.0,5.0,27.459684190937853,Overweight,Fat Loss,1380.1799999999998,1.81,2498.1258,1,3.0,2.0
63,Male,180.3,77.1,High Activity,10.0,1.0,23.717173171355185,Normal,Fat Loss,1628.8794000000003,1.81,2948.2717140000004,0,3.0,1.0
64,Female,157.5,52.2,Low Activity,0.0,0.0,21.04308390022676,Normal,Fat Loss,1141.1014,1.29,1472.020806,1,1.0,1.0
55,Male,154.9,97.5,Low Activity,2.0,1.0,40.635141854154426,Obese,Fat Loss,1825.6996000000001,1.29,2355.152484,0,1.0,3.0
51,Female,165.1,90.7,High Activity,7.0,4.0,33.27462276226328,Obese,Fat Loss,1576.9457000000002,1.81,2854.2717170000005,1,3.0,3.0
52,Male,154.9,90.7,High Activity,25.0,0.0,37.80110119150571,Obese,Fat Loss,1751.631,1.81,3170.45211,0,3.0,3.0
60,Male,154.9,76.2,High Activity,10.0,0.0,31.757926249092996,Obese,Fat Loss,1511.9585000000002,1.81,2736.6448850000006,0,3.0,3.0
53,Female,162.6,49.9,High Activity,12.0,0.0,18.873804974212106,Normal,Fat Loss,1183.2631,1.81,2141.7062109999997,1,3.0,1.0
53,Female,167.6,90.7,High Activity,20.0,3.0,32.289346722791514,Obese,Fat Loss,1576.0307,1.81,2852.6155670000003,1,3.0,3.0
52,Male,190.5,99.8,High Activity,4.0,5.0,27.500499445443335,Overweight,Fat Loss,2044.3881000000003,1.81,3700.3424610000006,0,3.0,2.0
55,Female,172.7,59.0,High Activity,35.0,0.0,19.78186968173654,Normal,Fat Loss,1290.0405999999998,1.81,2334.973486,1,3.0,1.0
60,Male,172.7,90.7,High Activity,7.0,0.0,30.41043356158482,Obese,Fat Loss,1791.6372000000001,1.81,3242.8633320000004,0,3.0,3.0
47,Female,170.2,90.7,High Activity,10.0,1.0,31.310368254117297,Obese,Fat Loss,1610.0655,1.81,2914.218555,1,3.0,3.0
61,Male,185.4,104.3,High Activity,20.0,20.0,30.343442383534125,Obese,Fat Loss,2029.1067000000003,1.81,3672.6831270000007,0,3.0,3.0
59,Female,162.6,81.6,High Activity,40.0,0.0,30.863777272459075,Obese,Fat Loss,1450.4129999999998,1.81,2625.2475299999996,1,3.0,3.0
64,Female,167.6,59.0,High Activity,30.0,0.0,21.004095442609692,Normal,Fat Loss,1235.2707999999998,1.81,2235.8401479999998,1,3.0,1.0
45,Male,175.3,79.4,High Activity,5.0,0.0,25.83786770556155,Overweight,Fat Loss,1737.8835000000004,1.81,3145.5691350000006,0,3.0,2.0
63,Male,154.9,81.6,High Activity,5.0,3.0,34.00848795178462,Obese,Fat Loss,1567.2713000000003,1.81,2836.7610530000006,0,3.0,3.0
59,Female,162.6,72.6,High Activity,5.0,3.0,27.459684190937853,Overweight,Fat Loss,1367.1899999999998,1.81,2474.6139,1,3.0,2.0
23,Male,175.3,61.2,High Activity,1.0,4.0,19.915333798241395,Normal,Fat Loss,1618.9521000000004,1.81,2930.303301000001,0,3.0,1.0
23,Male,175.3,72.6,Moderate Activity,4.0,1.0,23.62505283909028,Normal,Fat Loss,1771.6779000000001,1.55,2746.100745,0,2.0,1.0
45,Male,188.0,95.3,Moderate Activity,2.0,2.0,26.963558171118155,Overweight,Fat Loss,2011.8431000000003,1.55,3118.3568050000003,0,2.0,2.0
45,Female,167.6,59.0,Moderate Activity,3.0,0.0,21.004095442609692,Normal,Fat Loss,1317.5408,1.55,2042.18824,1,2.0,1.0
39,Male,154.9,81.6,High Activity,10.0,10.0,34.00848795178462,Obese,Fat Loss,1703.5193000000002,1.81,3083.3699330000004,0,3.0,3.0
38,Female,157.5,56.7,High Activity,10.0,2.0,22.85714285714286,Normal,Fat Loss,1295.2929,1.81,2344.480149,1,3.0,1.0
49,Male,190.5,90.7,Moderate Activity,1.0,2.0,24.99293887476664,Normal,Fat Loss,1939.5064,1.55,3006.23492,0,2.0,1.0
45,Female,160.0,57.2,Moderate Activity,2.0,2.0,22.343749999999996,Normal,Fat Loss,1277.3514,1.55,1979.8946700000001,1,2.0,1.0
42,Male,182.9,81.6,High Activity,0.0,4.0,24.392861381287627,Normal,Fat Loss,1820.8603,1.81,3295.7571430000003,0,3.0,1.0
39,Female,157.5,59.0,High Activity,0.0,3.0,23.784328546233308,Normal,Fat Loss,1312.2309999999998,1.81,2375.13811,1,3.0,1.0
47,Male,152.4,93.0,High Activity,5.0,1.0,40.041746750160165,Obese,Fat Loss,1798.8316,1.81,3255.885196,0,3.0,3.0
61,Female,172.7,59.0,High Activity,28.0,5.0,19.78186968173654,Normal,Fat Loss,1264.0605999999998,1.81,2287.9496859999995,1,3.0,1.0
65,Male,175.3,97.5,High Activity,20.0,0.0,31.72786021778654,Obese,Fat Loss,1866.8292000000001,1.81,3378.960852,0,3.0,3.0
65,Female,162.6,50.8,High Activity,20.0,0.0,19.214214282364228,Normal,Fat Loss,1139.6254,1.81,2062.721974,1,3.0,1.0
35,Male,154.9,74.8,High Activity,5.0,0.0,31.174447289135905,Obese,Fat Loss,1635.1277000000002,1.81,2959.5811370000006,0,3.0,3.0
35,Female,165.1,61.2,High Activity,5.0,0.0,22.45211591014898,Normal,Fat Loss,1373.4392,1.81,2485.9249520000003,1,3.0,1.0
54,Female,160.0,46.3,High Activity,10.0,0.0,18.085937499999996,Underweight,Fat Loss,1137.5891,1.81,2059.036271,1,3.0,
41,Female,167.6,67.1,High Activity,14.0,0.0,23.887708545747632,Normal,Fat Loss,1409.7614999999998,1.81,2551.668315,1,3.0,1.0
41,Male,172.7,68.0,High Activity,14.0,2.0,22.799443023018387,Normal,Fat Loss,1595.3882999999998,1.81,2887.652823,0,3.0,1.0
32,Male,170.2,61.7,High Activity,5.0,1.0,21.299335405502067,Normal,Fat Loss,1550.0827000000002,1.81,2805.6496870000005,0,3.0,1.0
36,Male,154.9,81.6,High Activity,3.0,4.0,34.00848795178462,Obese,Fat Loss,1720.5503,1.81,3114.1960430000004,0,3.0,3.0
37,Female,157.5,54.4,Moderate Activity,3.0,1.0,21.929957168052407,Normal,Fat Loss,1278.3547999999998,1.55,1981.4499399999997,1,2.0,1.0
65,Male,154.9,94.3,High Activity,30.0,0.0,39.30147565996679,Obese,Fat Loss,1726.0592000000001,1.81,3124.1671520000004,0,3.0,3.0
64,Female,162.6,99.8,High Activity,50.0,0.0,37.74760994842421,Obese,Fat Loss,1597.0584,1.81,2890.6757039999998,1,3.0,3.0
58,Male,154.9,86.2,High Activity,6.0,3.0,35.92563310592935,Obese,Fat Loss,1657.2825000000003,1.81,2999.6813250000005,0,3.0,3.0
54,Female,172.7,74.8,High Activity,15.0,0.0,25.079387325320226,Overweight,Fat Loss,1440.4732,1.81,2607.256492,1,3.0,2.0
61,Male,182.9,145.1,High Activity,5.0,1.0,43.37505130422591,Obese,Fat Loss,2563.7068000000004,1.81,4640.309308000001,0,3.0,3.0
60,Female,172.7,81.6,High Activity,5.0,0.0,27.359331627622065,Overweight,Fat Loss,1477.3727999999999,1.81,2674.0447679999997,1,3.0,2.0
49,Male,180.3,108.9,High Activity,10.0,0.0,33.49935354553281,Obese,Fat Loss,2134.3820000000005,1.81,3863.231420000001,0,3.0,3.0
48,Female,162.6,72.6,High Activity,10.0,0.0,27.459684190937853,Overweight,Fat Loss,1414.82,1.81,2560.8242,1,3.0,2.0
19,Female,167.6,72.6,High Activity,6.0,0.0,25.84571744294006,Overweight,Fat Loss,1555.8799999999999,1.81,2816.1428,1,3.0,2.0
19,Male,182.9,95.3,High Activity,20.0,0.0,28.488231490645965,Overweight,Fat Loss,2134.9702,1.81,3864.2960620000003,0,3.0,2.0
51,Female,160.0,62.1,High Activity,55.0,0.0,24.257812499999996,Normal,Fat Loss,1296.6817,1.81,2346.9938770000003,1,3.0,1.0
36,Female,170.2,74.8,Moderate Activity,3.0,0.0,25.821560588842047,Overweight,Fat Loss,1510.6681999999996,1.55,2341.5357099999997,1,2.0,2.0
36,Male,185.4,83.9,High Activity,5.0,10.0,24.40857925195123,Normal,Fat Loss,1897.7329000000002,1.81,3434.8965490000005,0,3.0,1.0
