age,gender,height_cm,weight_kg,bmi,bmi_category,bmr,tdee,activity_level,activity_multiplier,Mod_act,Vig_act,has_activity_data,fitness_goal,workout_template_id,nutrition_template_id,data_source,split
45,Female,152.4,70.8,30.47,Obese,1379.2,2496.4,High Activity,1.81,15.0,5.0,True,Fat Loss,3,3,real,train
45,Male,172.7,76.2,25.54,Overweight,1682.7,3045.6,High Activity,1.81,4.0,3.0,True,Maintenance,9,8,real,train
59,Male,157.5,49.9,20.12,Normal,1177.6,2131.5,High Activity,1.81,10.0,0.0,True,Fat Loss,3,1,real,train
53,Female,167.6,58.1,20.66,Normal,1274.3,1975.2,Moderate Activity,1.55,4.0,0.0,True,Fat Loss,2,1,real,train
37,Male,182.9,111.1,33.23,Obese,2244.8,4063.0,High Activity,1.81,10.0,1.0,True,Fat Loss,3,3,real,train
63,Female,167.6,73.9,26.31,Overweight,1377.8,2135.6,Moderate Activity,1.55,4.0,0.0,True,Fat Loss,2,2,real,train
20,Female,160.0,86.2,33.66,Obese,1653.7,2993.1,High Activity,1.81,10.0,8.0,True,Fat Loss,3,3,real,train
63,Female,157.5,83.9,33.84,Obese,1438.6,2603.9,High Activity,1.81,20.0,10.0,True,Fat Loss,3,3,real,train
62,Female,160.0,65.8,25.69,Overweight,1283.1,1655.1,Low Activity,1.29,1.0,0.0,True,Maintenance,7,8,real,train
50,Male,180.3,79.4,24.41,Normal,1733.4,3137.5,High Activity,1.81,5.0,8.0,True,Maintenance,9,7,real,train
56,Male,167.6,79.4,28.25,Overweight,1638.4,2965.5,High Activity,1.81,5.0,1.0,True,Fat Loss,3,2,real,train
47,Male,195.6,113.4,29.65,Overweight,2279.3,4125.6,High Activity,1.81,5.0,0.0,True,Fat Loss,3,2,real,train
60,Female,165.1,83.9,30.79,Obese,1475.2,2670.2,High Activity,1.81,35.0,0.0,True,Fat Loss,3,7,real,train
18,Female,162.6,112.9,42.74,Obese,1917.7,3471.0,High Activity,1.81,4.0,4.0,True,Fat Loss,3,3,real,train
60,Male,180.3,117.9,36.26,Obese,2193.2,3969.6,High Activity,1.81,5.0,0.0,True,Fat Loss,3,3,real,train
51,Male,172.7,113.4,38.01,Obese,2146.9,3885.9,High Activity,1.81,42.0,0.0,True,Fat Loss,3,3,real,train
53,Male,210.8,83.9,18.88,Normal,1923.4,3481.4,High Activity,1.81,8.0,4.0,True,Muscle Gain,6,5,real,train
41,Male,165.1,81.6,29.95,Overweight,1741.7,2246.8,Low Activity,1.29,2.0,1.0,True,Fat Loss,1,2,real,train
28,Male,175.3,104.3,33.96,Obese,2168.1,3924.3,High Activity,1.81,15.0,5.0,True,Fat Loss,3,3,real,train
51,Male,185.4,81.6,23.75,Normal,1782.5,3226.3,High Activity,1.81,30.0,0.0,True,Maintenance,9,7,real,train
34,Female,160.0,54.4,21.26,Normal,1299.4,1676.3,Low Activity,1.29,0.0,0.0,True,Maintenance,7,7,real,train
25,Female,165.1,90.7,33.28,Obese,1689.7,2619.0,Moderate Activity,1.55,1.0,2.0,True,Fat Loss,2,3,real,train
27,Male,167.6,74.8,26.63,Overweight,1742.3,3153.5,High Activity,1.81,90.0,5.0,True,Maintenance,9,8,real,train
65,Male,180.3,87.5,26.92,Overweight,1757.6,3181.3,High Activity,1.81,20.0,0.0,True,Maintenance,9,8,real,train
50,Male,182.9,96.2,28.75,Overweight,1970.4,3566.5,High Activity,1.81,5.0,2.0,True,Fat Loss,3,2,real,train
57,Male,193.0,108.9,29.21,Overweight,2149.6,3331.9,Moderate Activity,1.55,4.0,1.0,True,Fat Loss,2,2,real,train
63,Male,182.9,81.2,24.28,Normal,1696.1,3069.9,High Activity,1.81,56.0,0.0,True,Maintenance,9,7,real,train
60,Male,182.9,73.5,21.97,Normal,1609.8,2913.8,High Activity,1.81,14.0,14.0,True,Fat Loss,3,1,real,train
21,Male,185.4,72.6,21.11,Normal,1831.3,2838.5,Moderate Activity,1.55,3.0,0.0,True,Muscle Gain,5,5,real,train
59,Female,124.5,52.2,33.67,Obese,1060.1,1643.1,Moderate Activity,1.55,3.0,0.0,True,Fat Loss,2,3,real,train
56,Male,154.9,88.5,36.84,Obese,1699.0,3075.1,High Activity,1.81,8.0,2.0,True,Fat Loss,3,3,real,train
60,Female,157.5,84.4,34.02,Obese,1455.8,2635.0,High Activity,1.81,28.0,0.0,True,Fat Loss,3,3,real,train
57,Female,180.3,77.1,23.71,Normal,1472.5,2665.3,High Activity,1.81,50.0,10.0,True,Maintenance,9,7,real,train
18,Female,172.7,63.5,21.29,Normal,1492.0,2700.4,High Activity,1.81,14.0,7.0,True,Fat Loss,3,1,real,train
51,Female,162.6,68.0,25.75,Overweight,1359.5,2460.7,High Activity,1.81,18.0,0.0,True,Maintenance,9,8,real,train
29,Female,162.6,72.6,27.46,Overweight,1496.7,2709.1,High Activity,1.81,20.0,2.0,True,Fat Loss,3,2,real,train
36,Female,160.0,69.4,27.1,Overweight,1429.2,2586.8,High Activity,1.81,20.0,10.0,True,Maintenance,9,8,real,train
56,Female,154.2,40.0,16.82,Underweight,1052.8,1631.8,Moderate Activity,1.55,3.94,2.34,True,Muscle Gain,5,4,synthetic,train
39,Male,181.1,78.2,23.83,Normal,1783.7,3228.4,High Activity,1.81,5.43,2.57,True,Muscle Gain,6,5,synthetic,train
29,Female,150.0,40.0,17.78,Underweight,1156.6,2093.5,High Activity,1.81,6.56,2.35,True,Muscle Gain,6,4,synthetic,train
64,Female,152.1,40.0,17.29,Underweight,1011.6,1831.0,High Activity,1.81,5.9,2.54,True,Muscle Gain,6,4,synthetic,train
38,Male,170.2,61.7,21.32,Normal,1516.6,2745.1,High Activity,1.81,5.57,2.53,True,Muscle Gain,6,5,synthetic,train
31,Male,175.0,54.0,17.66,Underweight,1476.0,2671.6,High Activity,1.81,8.02,3.4,True,Muscle Gain,6,4,synthetic,train
71,Male,180.9,54.0,16.49,Underweight,1276.5,2310.4,High Activity,1.81,5.94,2.3,True,Muscle Gain,6,4,synthetic,train
35,Male,162.3,54.8,20.78,Normal,1402.4,2538.4,High Activity,1.81,4.9,2.87,True,Muscle Gain,6,5,synthetic,train
32,Male,169.6,51.9,18.04,Underweight,1415.5,2562.1,High Activity,1.81,6.29,3.25,True,Muscle Gain,6,4,synthetic,train
22,Female,167.3,53.8,19.24,Normal,1368.5,2121.2,Moderate Activity,1.55,2.85,2.2,True,Muscle Gain,5,5,synthetic,train
65,Male,166.1,62.3,22.58,Normal,1351.8,2095.3,Moderate Activity,1.55,3.03,1.56,True,Muscle Gain,5,5,synthetic,train
31,Male,174.4,67.2,22.09,Normal,1649.4,2985.5,High Activity,1.81,8.5,2.34,True,Muscle Gain,6,5,synthetic,train
32,Female,162.6,57.5,21.75,Normal,1344.7,2084.3,Moderate Activity,1.55,3.57,1.71,True,Muscle Gain,5,5,synthetic,train
60,Male,163.0,43.0,16.19,Underweight,1106.8,2003.3,High Activity,1.81,6.2,3.38,True,Muscle Gain,6,4,synthetic,train
23,Female,158.3,55.0,21.95,Normal,1347.0,2087.9,Moderate Activity,1.55,4.06,1.78,True,Muscle Gain,5,5,synthetic,train
50,Male,180.4,55.5,17.07,Underweight,1414.2,2192.0,Moderate Activity,1.55,2.16,1.97,True,Muscle Gain,5,4,synthetic,train
54,Male,172.3,61.0,20.57,Normal,1426.1,2581.3,High Activity,1.81,5.16,2.33,True,Muscle Gain,6,5,synthetic,train
66,Female,171.8,59.4,20.11,Normal,1243.2,2250.2,High Activity,1.81,4.94,2.3,True,Muscle Gain,6,5,synthetic,train
34,Male,175.5,51.4,16.7,Underweight,1426.3,2210.8,Moderate Activity,1.55,5.23,1.7,True,Muscle Gain,5,4,synthetic,train
61,Female,159.0,50.7,20.05,Normal,1145.2,2072.8,High Activity,1.81,5.18,3.19,True,Muscle Gain,6,5,synthetic,train
55,Female,164.5,64.2,23.73,Normal,1312.7,2375.9,High Activity,1.81,5.78,2.81,True,Muscle Gain,6,5,synthetic,train
33,Male,165.4,56.3,20.59,Normal,1449.6,2623.8,High Activity,1.81,6.51,3.1,True,Muscle Gain,6,5,synthetic,train
37,Female,165.0,62.1,22.82,Normal,1373.1,2485.3,High Activity,1.81,3.82,2.9,True,Muscle Gain,6,5,synthetic,train
59,Male,163.5,43.9,16.44,Underweight,1126.2,1452.7,Low Activity,1.29,0.99,0.86,True,Muscle Gain,4,4,synthetic,train
18,Female,162.4,52.0,19.71,Normal,1353.8,2450.3,High Activity,1.81,6.2,3.21,True,Muscle Gain,6,5,synthetic,train
37,Female,165.3,66.1,24.18,Normal,1410.5,2186.3,Moderate Activity,1.55,4.26,2.41,True,Muscle Gain,5,5,synthetic,train
65,Female,155.1,51.4,21.37,Normal,1122.0,1447.4,Low Activity,1.29,1.23,0.5,True,Muscle Gain,4,5,synthetic,train
73,Female,161.8,60.5,23.11,Normal,1192.5,2158.5,High Activity,1.81,6.31,4.33,True,Muscle Gain,6,5,synthetic,train
39,Male,179.3,69.5,21.62,Normal,1658.6,2570.9,Moderate Activity,1.55,2.85,1.29,True,Muscle Gain,5,5,synthetic,train
50,Female,156.1,58.5,24.03,Normal,1255.8,2273.1,High Activity,1.81,8.03,2.78,True,Muscle Gain,6,5,synthetic,train
66,Female,161.1,64.0,24.67,Normal,1253.2,1942.5,Moderate Activity,1.55,4.19,1.62,True,Muscle Gain,5,5,synthetic,train
40,Male,162.9,52.0,19.58,Normal,1339.0,2423.7,High Activity,1.81,5.94,2.99,True,Muscle Gain,6,5,synthetic,train
57,Female,163.6,51.9,19.4,Normal,1187.8,2150.0,High Activity,1.81,5.15,2.98,True,Muscle Gain,6,5,synthetic,train
50,Male,179.5,67.0,20.8,Normal,1563.6,2830.1,High Activity,1.81,6.21,3.06,True,Muscle Gain,6,5,synthetic,train
42,Female,162.2,62.1,23.61,Normal,1342.3,2429.5,High Activity,1.81,6.5,3.28,True,Muscle Gain,6,5,synthetic,train
29,Male,180.2,67.9,20.9,Normal,1698.0,3073.5,High Activity,1.81,5.41,2.84,True,Muscle Gain,6,5,synthetic,train
42,Female,150.0,42.1,18.7,Normal,1119.4,2026.1,High Activity,1.81,6.09,2.56,True,Muscle Gain,6,5,synthetic,train
54,Male,183.7,68.3,20.24,Normal,1578.5,2036.2,Low Activity,1.29,2.15,0.79,True,Muscle Gain,4,5,synthetic,train
49,Female,173.6,49.2,16.33,Underweight,1228.8,1585.1,Low Activity,1.29,1.37,0.5,True,Muscle Gain,4,4,synthetic,train
72,Female,150.0,41.4,18.41,Underweight,983.5,1524.4,Moderate Activity,1.55,3.29,2.37,True,Muscle Gain,5,4,synthetic,train
18,Male,177.5,71.6,22.73,Normal,1797.9,3254.1,High Activity,1.81,4.51,3.86,True,Muscle Gain,6,5,synthetic,train
72,Male,183.3,56.7,16.89,Underweight,1319.0,2387.4,High Activity,1.81,6.16,3.19,True,Muscle Gain,6,4,synthetic,train
29,Female,161.9,51.4,19.61,Normal,1298.5,2350.3,High Activity,1.81,5.05,3.62,True,Muscle Gain,6,5,synthetic,train
22,Female,152.0,40.0,17.32,Underweight,1193.1,2159.5,High Activity,1.81,6.73,2.81,True,Muscle Gain,6,4,synthetic,train
22,Male,173.4,73.7,24.52,Normal,1782.9,3227.0,High Activity,1.81,5.85,3.59,True,Muscle Gain,6,5,synthetic,train
50,Male,165.1,66.8,24.53,Normal,1492.4,2701.2,High Activity,1.81,6.02,2.49,True,Muscle Gain,6,5,synthetic,train
34,Female,168.2,51.0,18.04,Underweight,1293.3,2340.8,High Activity,1.81,5.43,2.98,True,Muscle Gain,6,4,synthetic,train
62,Male,169.5,66.6,23.2,Normal,1442.3,2235.6,Moderate Activity,1.55,3.25,1.7,True,Muscle Gain,5,5,synthetic,train
26,Female,150.0,46.5,20.68,Normal,1230.0,1586.7,Low Activity,1.29,1.18,0.78,True,Muscle Gain,4,5,synthetic,train
30,Male,183.8,64.7,19.16,Normal,1667.1,2584.0,Moderate Activity,1.55,4.53,1.88,True,Muscle Gain,5,5,synthetic,train
39,Male,173.1,54.7,18.26,Underweight,1430.6,2589.4,High Activity,1.81,6.48,2.96,True,Muscle Gain,6,4,synthetic,train
69,Male,174.0,57.6,19.03,Normal,1303.1,2358.6,High Activity,1.81,6.7,3.87,True,Muscle Gain,6,5,synthetic,train
38,Female,174.7,69.9,22.9,Normal,1470.6,2279.4,Moderate Activity,1.55,3.99,1.89,True,Muscle Gain,5,5,synthetic,train
63,Male,175.5,52.3,16.99,Underweight,1273.8,1974.4,Moderate Activity,1.55,3.78,1.52,True,Muscle Gain,5,4,synthetic,train
55,Male,183.5,67.4,20.01,Normal,1559.4,2417.1,Moderate Activity,1.55,3.89,1.35,True,Muscle Gain,5,5,synthetic,train
48,Male,183.6,74.4,22.07,Normal,1693.1,3064.5,High Activity,1.81,5.56,2.8,True,Muscle Gain,6,5,synthetic,train
45,Female,164.3,60.0,22.23,Normal,1316.3,1698.1,Low Activity,1.29,1.34,0.47,True,Muscle Gain,4,5,synthetic,train
73,Male,168.2,52.1,18.41,Underweight,1179.4,2134.8,High Activity,1.81,5.86,3.29,True,Muscle Gain,6,4,synthetic,train
28,Female,162.7,57.8,21.85,Normal,1365.0,2470.7,High Activity,1.81,5.18,2.58,True,Muscle Gain,6,5,synthetic,train
70,Female,175.0,74.3,24.27,Normal,1374.1,2487.1,High Activity,1.81,5.71,3.29,True,Muscle Gain,6,5,synthetic,train
45,Male,168.3,58.8,20.76,Normal,1428.1,2584.9,High Activity,1.81,5.32,1.84,True,Muscle Gain,6,5,synthetic,train
37,Male,177.9,61.8,19.54,Normal,1560.6,2418.9,Moderate Activity,1.55,4.2,2.31,True,Muscle Gain,5,5,synthetic,train
19,Female,170.3,56.4,19.46,Normal,1414.5,2560.2,High Activity,1.81,5.42,2.97,True,Muscle Gain,6,5,synthetic,train
44,Male,174.3,65.3,21.5,Normal,1550.2,2805.9,High Activity,1.81,5.71,2.77,True,Muscle Gain,6,5,synthetic,train
23,Female,162.0,64.4,24.55,Normal,1446.0,2241.2,Moderate Activity,1.55,3.78,1.78,True,Muscle Gain,5,5,synthetic,train
63,Male,162.2,58.9,22.38,Normal,1298.0,2349.4,High Activity,1.81,6.65,3.57,True,Muscle Gain,6,5,synthetic,train
45,Male,177.7,74.0,23.44,Normal,1676.7,3034.9,High Activity,1.81,5.2,2.88,True,Muscle Gain,6,5,synthetic,train
22,Female,170.1,61.0,21.08,Normal,1443.1,2612.0,High Activity,1.81,6.99,3.24,True,Muscle Gain,6,5,synthetic,train
68,Male,183.5,71.7,21.3,Normal,1543.3,2392.1,Moderate Activity,1.55,2.69,1.93,True,Muscle Gain,5,5,synthetic,train
41,Male,157.6,55.9,22.48,Normal,1360.5,2108.7,Moderate Activity,1.55,3.74,2.11,True,Muscle Gain,5,5,synthetic,train
37,Female,162.9,52.6,19.84,Normal,1278.8,2314.7,High Activity,1.81,5.41,3.04,True,Muscle Gain,6,5,synthetic,train
40,Male,158.5,52.9,21.06,Normal,1330.8,2408.7,High Activity,1.81,6.25,2.34,True,Muscle Gain,6,5,synthetic,train
42,Male,175.3,68.7,22.35,Normal,1612.2,2918.0,High Activity,1.81,6.66,2.55,True,Muscle Gain,6,5,synthetic,train
59,Male,183.4,58.4,17.37,Underweight,1415.9,2562.7,High Activity,1.81,6.43,2.66,True,Muscle Gain,6,4,synthetic,train
66,Female,153.5,40.5,17.2,Underweight,1011.9,1831.6,High Activity,1.81,4.87,2.19,True,Muscle Gain,6,4,synthetic,train
65,Male,175.3,55.9,18.17,Underweight,1309.1,2369.5,High Activity,1.81,5.94,2.82,True,Muscle Gain,6,4,synthetic,train
64,Male,174.7,66.9,21.9,Normal,1459.1,2641.0,High Activity,1.81,5.85,3.0,True,Muscle Gain,6,5,synthetic,train
40,Female,156.5,45.8,18.7,Normal,1182.7,1833.2,Moderate Activity,1.55,3.05,1.37,True,Muscle Gain,5,5,synthetic,train
42,Male,173.5,59.8,19.85,Normal,1483.3,2684.7,High Activity,1.81,5.76,3.64,True,Muscle Gain,6,5,synthetic,train
20,Male,182.1,63.2,19.06,Normal,1694.6,3067.3,High Activity,1.81,7.02,3.07,True,Muscle Gain,6,5,synthetic,train
66,Female,159.3,57.4,22.63,Normal,1186.3,2147.2,High Activity,1.81,5.27,2.1,True,Muscle Gain,6,5,synthetic,train
39,Male,179.5,53.5,16.61,Underweight,1445.6,2616.6,High Activity,1.81,5.33,2.37,True,Muscle Gain,6,4,synthetic,train
48,Female,150.0,43.2,19.22,Normal,1104.3,1998.7,High Activity,1.81,6.35,2.51,True,Muscle Gain,6,5,synthetic,train
73,Female,167.3,68.4,24.45,Normal,1282.4,2321.2,High Activity,1.81,4.46,3.07,True,Muscle Gain,6,5,synthetic,train
61,Male,170.5,63.2,21.75,Normal,1407.1,2546.8,High Activity,1.81,5.0,2.93,True,Muscle Gain,6,5,synthetic,train
55,Male,167.8,68.9,24.46,Normal,1503.7,2721.7,High Activity,1.81,4.42,3.42,True,Muscle Gain,6,5,synthetic,train
73,Female,176.0,54.8,17.71,Underweight,1183.9,2142.8,High Activity,1.81,7.39,2.76,True,Muscle Gain,6,4,synthetic,train
55,Male,166.8,53.4,19.18,Normal,1291.7,2002.2,Moderate Activity,1.55,3.41,2.32,True,Muscle Gain,5,5,synthetic,train
70,Female,166.7,52.3,18.81,Normal,1144.0,2070.7,High Activity,1.81,5.65,3.07,True,Muscle Gain,6,5,synthetic,train
47,Male,180.6,58.8,18.04,Underweight,1476.0,2671.5,High Activity,1.81,4.03,2.98,True,Muscle Gain,6,4,synthetic,train
62,Female,170.4,60.7,20.91,Normal,1268.6,2296.2,High Activity,1.81,5.47,3.33,True,Muscle Gain,6,5,synthetic,train
32,Male,168.3,51.7,18.25,Underweight,1406.2,2545.3,High Activity,1.81,6.51,2.85,True,Muscle Gain,6,4,synthetic,train
68,Male,163.2,47.9,17.99,Underweight,1126.9,2039.7,High Activity,1.81,6.72,3.28,True,Muscle Gain,6,4,synthetic,train
53,Male,175.7,51.8,16.78,Underweight,1324.1,2396.5,High Activity,1.81,7.01,3.0,True,Muscle Gain,6,4,synthetic,train
27,Male,175.7,66.1,21.42,Normal,1664.3,3012.3,High Activity,1.81,5.04,4.39,True,Muscle Gain,6,5,synthetic,train
46,Male,176.5,73.0,23.44,Normal,1651.8,2989.8,High Activity,1.81,6.86,3.8,True,Muscle Gain,6,5,synthetic,train
43,Male,184.5,70.4,20.69,Normal,1672.6,3027.5,High Activity,1.81,6.09,1.96,True,Muscle Gain,6,5,synthetic,train
60,Female,157.8,48.3,19.39,Normal,1122.8,2032.3,High Activity,1.81,6.49,2.33,True,Muscle Gain,6,5,synthetic,train
60,Female,170.4,55.0,18.94,Normal,1224.6,2216.5,High Activity,1.81,6.34,2.49,True,Muscle Gain,6,5,synthetic,train
53,Female,158.5,51.8,20.63,Normal,1188.6,2151.3,High Activity,1.81,6.23,2.12,True,Muscle Gain,9,4,synthetic,train
64,Male,168.6,63.6,22.36,Normal,1386.2,2509.1,High Activity,1.81,6.33,3.33,True,Muscle Gain,6,5,synthetic,train
55,Female,160.3,55.4,21.58,Normal,1218.5,1888.6,Moderate Activity,1.55,3.48,1.89,True,Muscle Gain,5,5,synthetic,train
68,Female,162.0,63.9,24.36,Normal,1245.6,2254.5,High Activity,1.81,4.74,3.72,True,Muscle Gain,6,5,synthetic,train
45,Female,169.9,56.7,19.64,Normal,1303.2,1681.1,Low Activity,1.29,1.56,0.55,True,Muscle Gain,4,5,synthetic,train
45,Male,175.0,58.0,18.93,Normal,1449.4,2623.5,High Activity,1.81,5.93,2.9,True,Muscle Gain,6,5,synthetic,train
49,Female,161.0,41.7,16.09,Underweight,1119.8,2026.9,High Activity,1.81,5.23,2.85,True,Muscle Gain,6,4,synthetic,train
31,Male,186.1,73.0,21.06,Normal,1783.0,3227.2,High Activity,1.81,3.67,2.63,True,Muscle Gain,6,5,synthetic,train
46,Male,172.0,61.8,20.89,Normal,1481.0,2680.6,High Activity,1.81,4.91,3.68,True,Muscle Gain,6,5,synthetic,train
40,Male,178.9,59.8,18.67,Normal,1520.2,2751.7,High Activity,1.81,5.18,3.16,True,Muscle Gain,6,5,synthetic,train
25,Female,154.1,52.6,22.14,Normal,1303.0,2019.6,Moderate Activity,1.55,4.78,2.0,True,Muscle Gain,5,5,synthetic,train
52,Female,162.1,64.8,24.66,Normal,1323.7,1707.6,Low Activity,1.29,1.69,0.76,True,Muscle Gain,4,5,synthetic,train
72,Female,154.6,42.0,17.58,Underweight,1003.4,1816.1,High Activity,1.81,6.06,3.24,True,Muscle Gain,6,4,synthetic,train
35,Female,163.6,63.6,23.78,Normal,1391.3,2518.3,High Activity,1.81,6.4,3.39,True,Muscle Gain,6,5,synthetic,train
26,Female,157.3,49.3,19.9,Normal,1277.8,1648.4,Low Activity,1.29,1.53,0.89,True,Muscle Gain,4,5,synthetic,train
47,Female,161.9,45.1,17.21,Underweight,1162.5,2104.1,High Activity,1.81,6.07,3.23,True,Muscle Gain,6,4,synthetic,train
42,Male,183.5,59.3,17.61,Underweight,1524.5,2759.3,High Activity,1.81,6.68,3.38,True,Muscle Gain,6,4,synthetic,train
23,Female,171.4,55.6,18.93,Normal,1393.5,2522.2,High Activity,1.81,5.9,3.71,True,Muscle Gain,6,5,synthetic,train
70,Female,161.9,43.6,16.66,Underweight,1049.5,1899.5,High Activity,1.81,5.07,3.22,True,Muscle Gain,6,4,synthetic,train
62,Male,197.1,81.9,21.09,Normal,1779.6,3221.0,High Activity,1.81,5.63,1.87,True,Muscle Gain,6,5,synthetic,train
71,Male,167.1,45.3,16.23,Underweight,1094.0,1980.1,High Activity,1.81,6.46,2.74,True,Muscle Gain,6,4,synthetic,train
56,Female,155.4,59.1,24.5,Normal,1233.1,2231.9,High Activity,1.81,7.91,3.1,True,Muscle Gain,6,5,synthetic,train
60,Male,162.8,59.2,22.32,Normal,1322.2,2393.2,High Activity,1.81,5.52,2.92,True,Muscle Gain,6,5,synthetic,train
26,Female,161.8,55.7,21.28,Normal,1351.1,2445.4,High Activity,1.81,7.22,3.05,True,Muscle Gain,6,5,synthetic,train
61,Male,179.3,56.2,17.48,Underweight,1354.7,2452.0,High Activity,1.81,4.74,2.69,True,Muscle Gain,6,4,synthetic,train
33,Female,166.8,64.4,23.13,Normal,1417.1,2564.9,High Activity,1.81,6.83,3.48,True,Muscle Gain,6,5,synthetic,train
58,Male,183.2,63.1,18.78,Normal,1483.2,2684.6,High Activity,1.81,4.24,2.66,True,Muscle Gain,6,5,synthetic,train
32,Male,168.4,48.4,17.05,Underweight,1363.4,2467.7,High Activity,1.81,6.29,3.48,True,Muscle Gain,6,4,synthetic,train
56,Male,153.3,49.0,20.83,Normal,1162.1,2103.4,High Activity,1.81,6.62,2.77,True,Muscle Gain,6,5,synthetic,train
60,Female,150.0,53.2,23.65,Normal,1144.5,2071.5,High Activity,1.81,4.77,3.42,True,Muscle Gain,6,5,synthetic,train
50,Female,167.9,67.9,24.11,Normal,1379.3,2496.4,High Activity,1.81,6.0,2.79,True,Muscle Gain,6,5,synthetic,train
72,Male,180.7,81.3,24.89,Normal,1635.6,2960.4,High Activity,1.81,5.84,2.54,True,Muscle Gain,6,5,synthetic,train
70,Female,171.9,71.2,24.09,Normal,1335.0,1722.1,Low Activity,1.29,1.49,1.19,True,Muscle Gain,4,5,synthetic,train
56,Female,155.9,41.0,16.89,Underweight,1067.5,1932.3,High Activity,1.81,6.43,2.3,True,Muscle Gain,6,4,synthetic,train
42,Female,156.6,45.3,18.47,Underweight,1169.9,2117.6,High Activity,1.81,7.04,2.3,True,Muscle Gain,6,4,synthetic,train
29,Male,173.7,74.0,24.55,Normal,1749.1,3165.8,High Activity,1.81,5.14,2.24,True,Muscle Gain,6,5,synthetic,train
69,Female,164.7,49.8,18.36,Underweight,1119.3,2026.0,High Activity,1.81,6.03,4.03,True,Muscle Gain,6,4,synthetic,train
27,Male,170.9,52.4,17.95,Underweight,1457.0,2637.2,High Activity,1.81,5.32,3.51,True,Muscle Gain,6,4,synthetic,train
34,Female,158.0,53.6,21.47,Normal,1285.4,2326.6,High Activity,1.81,4.0,2.36,True,Muscle Gain,6,5,synthetic,train
45,Male,177.3,69.2,22.03,Normal,1611.1,2916.2,High Activity,1.81,6.07,1.93,True,Muscle Gain,6,5,synthetic,train
25,Male,164.9,59.0,21.67,Normal,1527.9,2765.6,High Activity,1.81,6.36,2.27,True,Muscle Gain,6,5,synthetic,train
22,Male,174.9,68.2,22.29,Normal,1715.9,2659.6,Moderate Activity,1.55,4.46,2.27,True,Muscle Gain,5,5,synthetic,train
44,Male,165.9,50.1,18.2,Underweight,1306.3,2364.3,High Activity,1.81,6.55,3.01,True,Muscle Gain,6,4,synthetic,train
65,Male,165.6,52.6,19.18,Normal,1219.3,2206.9,High Activity,1.81,5.21,2.9,True,Muscle Gain,6,5,synthetic,train
62,Female,160.9,62.5,24.13,Normal,1255.1,2271.6,High Activity,1.81,5.37,3.12,True,Muscle Gain,6,5,synthetic,train
56,Male,168.5,46.0,16.21,Underweight,1195.8,2164.5,High Activity,1.81,6.49,2.3,True,Muscle Gain,6,4,synthetic,train
51,Female,163.1,48.0,18.05,Underweight,1175.8,2128.2,High Activity,1.81,6.75,2.68,True,Muscle Gain,3,7,synthetic,train
45,Female,165.9,54.0,19.61,Normal,1265.8,2291.2,High Activity,1.81,5.24,3.18,True,Muscle Gain,6,5,synthetic,train
71,Male,182.8,54.1,16.19,Underweight,1287.4,1995.4,Moderate Activity,1.55,4.96,1.65,True,Muscle Gain,5,4,synthetic,train
69,Male,170.0,60.3,20.88,Normal,1320.4,2046.7,Moderate Activity,1.55,3.65,1.84,True,Muscle Gain,5,5,synthetic,train
21,Male,165.2,49.5,18.14,Underweight,1425.0,2579.3,High Activity,1.81,5.37,3.24,True,Muscle Gain,6,4,synthetic,train
49,Female,156.9,44.8,18.17,Underweight,1135.4,1464.7,Low Activity,1.29,1.96,0.37,True,Muscle Gain,4,4,synthetic,train
55,Male,170.5,57.5,19.78,Normal,1364.3,2114.7,Moderate Activity,1.55,4.05,2.39,True,Muscle Gain,5,5,synthetic,train
61,Female,153.5,40.0,16.98,Underweight,1028.9,1862.2,High Activity,1.81,5.92,3.61,True,Muscle Gain,6,4,synthetic,train
24,Male,155.1,49.1,20.38,Normal,1354.0,2098.7,Moderate Activity,1.55,4.73,2.32,True,Muscle Gain,5,5,synthetic,train
37,Female,151.6,40.5,17.63,Underweight,1131.6,2048.2,High Activity,1.81,6.05,2.07,True,Muscle Gain,6,4,synthetic,train
30,Male,190.7,58.9,16.18,Underweight,1621.9,2935.6,High Activity,1.81,7.78,2.55,True,Muscle Gain,6,4,synthetic,train
49,Male,181.3,61.6,18.75,Normal,1505.9,2725.6,High Activity,1.81,6.14,2.67,True,Muscle Gain,6,5,synthetic,train
74,Female,159.2,43.7,17.25,Underweight,1024.4,1854.2,High Activity,1.81,6.22,3.69,True,Muscle Gain,6,4,synthetic,train
49,Female,163.5,45.1,16.88,Underweight,1158.8,2097.4,High Activity,1.81,4.17,2.71,True,Muscle Gain,6,4,synthetic,train
19,Female,156.9,56.4,22.91,Normal,1372.8,2484.7,High Activity,1.81,5.41,2.58,True,Muscle Gain,6,5,synthetic,train
66,Female,171.8,54.1,18.34,Underweight,1194.6,2162.2,High Activity,1.81,6.54,3.71,True,Muscle Gain,6,4,synthetic,train
25,Female,164.5,64.0,23.63,Normal,1440.3,2607.0,High Activity,1.81,5.89,3.28,True,Muscle Gain,6,5,synthetic,train
39,Female,157.9,42.6,17.1,Underweight,1162.4,2103.9,High Activity,1.81,5.78,3.67,True,Muscle Gain,6,4,synthetic,train
42,Male,183.6,69.5,20.61,Normal,1661.6,3007.5,High Activity,1.81,6.26,2.99,True,Muscle Gain,6,5,synthetic,train
